Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Negative,We should not pay heavy amount fee for online learning and cancle final exam or change creteria of final exams,"#Semester Fee relaxation Issue
#Examinations Issue",Youtube,English,1,
Neutral,Koi action ly about hec????We want semester break .Stop Online classes We never freeze our semester we want semester break,,Youtube,Mix(Roman Urdu+English),2,
Negative,We need a break!,,Youtube,English,1,
Neutral,Please stop online classes. Anyone want to semester break???,,Youtube,English,2,
Neutral,We have the 2G service. How we will attend online classes,#Poor Internet Connectivity,Youtube,English,2,
Neutral,"Acha sai baat hai lgwa k doo na hamein backward areas mein tower's jin sy high speed internet mily or hum aram 
sy lecture lein... Or hec walo ap ko bhi chayee paisay na khayein private sectors sy fees bhi kam kirwain","#Poor Internet Connectivity
#Semester Fee relaxation Issue",Youtube,Mix(Roman Urdu+English),2,
Neutral,"Our ek hamary teachers hy ju university of malakand me whstapp groups bana k us me pdf files send kr rahy hy 
our kehty hy leran kry wah ry Pakistan wah",,Youtube,Roman Urdu,2,
Neutral,Fee b adjustment kerna chaye.,#Semester Fee relaxation Issue,Youtube,Mix(Roman Urdu+English),2,
Neutral,We want semester break,,Youtube,English,2,
Neutral,Teachers ko Thora train kr den,#Untrained Teacher for  online Classes Issue,Youtube,Mix(Roman Urdu+English),2,
Positive,We need semester break....  Inko hmry grades sy koi concern nahi bus fee sy concern hai.,,Youtube,Mix(Roman Urdu+English),3,
Negative,Welldone,,Youtube,English,1,
Negative,"Inexperienced teachers,low quality education,signal drops;four four quizes in one day.corona say na maray to
 online burden say mar jayan gai","#Poor Internet Connectivity Issue
#Untrained Teacher for Online Classes Issue",Youtube,Mix(Roman Urdu+English),1,
Neutral,Hec walo ka dimagh khrab ho gya ha,,Youtube,Roman Urdu,2,
Positive,"Sir plz help me online exams kasy hu skty jub k kuch para he nahi hey f lagy ga sir plz help kary hum students ki 
yeh nhi hona chayie plz sir",#Examinations Issue,Youtube,Mix(Roman Urdu+English),3,
Negative,v.good HEC,,Youtube,English,1,
Negative,Please stop online classes,,Youtube,English,1,
Neutral,Ham nii dy sakty online papers,#Examinations Issue,Youtube,Mix(Roman Urdu+English),2,
Negative,Sir ramzan hey jhoot nahi bolu ga yeh demgi mareez teyaar kr rahy hey future k lea un ma ek ma bhe hu plx sir help,#Mental Health Issue,Youtube,Mix(Roman Urdu+English),1,
Neutral,Please stop online classes and promote all University students.,,Youtube,English,2,
Negative,"sir we are 6 sibligs and we have only 1 laptop while we have same timing how can we attend onlin classes?


",#Laptop Availability Issue,Youtube,English,1,
Positive,We want stop online classes,,Youtube,English,3,
Negative,Virtual University k system ko adopt Kiya jta phla to bht acha hota,,Youtube,Mix(Roman Urdu+English),1,
Negative,Plzzz ye online classes rok dye plzzzz bhttt problem hai bhtt,,Youtube,Mix(Roman Urdu+English),1,
Neutral,"Sb log pareshan hain
Log marr rahe hain
In saalon ko abi bi education ki pari hai",,Youtube,Mix(Roman Urdu+English),2,
Neutral,We want promotion?,,Youtube,English,2,
Neutral,We want smester break,,Youtube,English,2,
Neutral,Please  discuss about our fee structure?,#Semester Fee relaxation Issue,Youtube,English,2,
Negative,Kindly we need break.,,Youtube,English,1,
Neutral,STOP Online Classes,,Youtube,English,2,
Negative,Imran khan please take decision,,Youtube,English,1,
Negative,We need a smester break hmry future k sth khela jaa rha,,Youtube,Mix(Roman Urdu+English),1,
Negative,Teachers are torching us,#Mental Health Issue,Youtube,English,1,
Neutral,HEC plz online  classes band kar day,,Youtube,Mix(Roman Urdu+English),2,
Neutral,"Phaly light Tu ajy fr class ki bat kro,,bjli  Tu poori jr lo,kinjrooo,ye Pakistan h nt japan",#Loadshedding Issue,Youtube,Roman urdu,2,
Negative,Sir why don't promote university students also to next classes like matric intermediate,,Youtube,English,1,
Neutral,"Plz stop online classes 
Bohot muskhel hy 
Har kesi ko samaj me nahe ati online classes 
Har kesi k pass mobile available nahe hy 
Bejli ka b masla hy 
Plzzzzzz reham kary 
Hum b ansan hy 
Carona sy hum tension me nahe hy jatna online classes ne tension me dala hy","#Online Classes Understandability Issue
#Laptop Availability Issue
#Loadshedding Issue
#Mental Health Issue",Youtube,Mix(Roman Urdu+English),2,
Neutral,Kash koi channel waly humy b as student bula k humari b sun ly,,Youtube,Mix(Roman Urdu+English),2,
Negative,"exam aur assessment nahi honi chaye teachers students ko apne recorded lecturer provide krain aur q/a session 
rakhen or course complete hone k baad students ko promote kiya jai",,Youtube,Mix(Roman Urdu+English),1,
Neutral,Please stop these online torcher,#Mental Health Issue,Youtube,English,2,
Negative,"Online classes leny ka b koi tarika hota h 2 3 ghanty ki online classes ab insan 3 ghanty mbl pr ankhen lga kr class ly 
or bd m notics muh pr mar den WO b mbl pr dikhen .. Kia mbl ki battery low ni hoti ?? Ajeeb system bnya howa",,Youtube,Mix(Roman Urdu+English),1,
Negative,University students should be promoted stop playing with our lives hamaray Zindagi say maat khelo ,,Youtube,Mix(Roman Urdu+English),1,
Negative,say no to exams online ,,Youtube,English,1,
Neutral,Poor students can not afforded online expensive please can not played with education.,,Youtube,English,2,
Positive,"Hum apna compare modern countries se kiun Katy he..so dumb
Is Saal k total students ko 1 year ki relaxation de dni chaye that's it.
Do not try to be over smart",,Youtube,Mix(Roman Urdu+English),3,
Negative,"Virtual University k students pury Pakistan my best services dy ry han


",,Youtube,Mix(Roman Urdu+English),1,
Negative,"We don't want online classes in multan MNSUAM UNIVERSITY don't have any method for online classes and they put pressure on students for complete project and assignments. We want media to promote our voices.


",#Untrained Teacher for  online Classes Issue,Youtube,English,1,
Neutral,"Main boohat poor h corona ki waja se Mary papa kamma nii rhyy itna masla bana howa h plzzz stop online classes 
plzz l have no expensive phone aur internet b nii h","#Internet Issue
#Laptop/Smart Phone Availability Issue",Youtube,Mix(Roman Urdu+English),2,
